region,PC1,PC2
Africa,1.5959989205977203,-0.0651203875888022
Americas,-0.9422440690598397,-0.7979453484041285
Asia,0.48217371587836194,0.006466796406345012
Europe,-1.128221931319477,1.179155947376291
Middle East,-1.2821406962183026,-1.3121284145399692
Oceania,-0.28072895562394234,0.28584026113306127
