country_name,region,middle_east_flag,PC1,PC2
Nicaragua,Americas,False,-0.15097906968067204,-1.6040167385605024
Niger,Africa,False,2.501328555867735,0.12675324944939145
Nigeria,Africa,False,1.4468814988297471,0.20029417896744542
Norway,Europe,False,-2.644409111257378,1.837559372428552
Pakistan,Asia,False,0.4727980459515671,-1.8039393053641761
Panama,Americas,False,-1.9264074628274062,-1.885896357278908
Papua New Guinea,Oceania,False,1.0405517694414013,0.35344610888348366
Paraguay,Americas,False,-0.9612212241285724,-0.654615135767348
Peru,Americas,False,-0.2876342162552385,-0.7980232265643475
Philippines,Asia,False,0.04134303440610767,-0.22882155144186786
Poland,Europe,False,-1.6739108736788628,0.27720117824123086
Portugal,Europe,False,-2.3155083351301085,0.228429512436509
Guinea-Bissau,Africa,False,2.1559800261529096,-0.19080432382710893
Timor-Leste,Asia,False,1.63374892716335,0.2153317695261677
Puerto Rico,Americas,False,-2.528165352546656,-0.528171498260574
Qatar,Middle East,True,-2.5058253222984477,-1.9161574661083123
Romania,Europe,False,-1.9332337758490188,0.03618761752369656
Russian Federation,Europe,False,-0.788654576849781,1.1929285031908816
Rwanda,Africa,False,2.6602118541958424,0.5321547944654995
Saint Lucia,Americas,False,-0.4140458435489183,-0.23932477680579015
Sao Tome and Principe,Africa,False,1.3996232130513488,-0.07982029560038376
Saudi Arabia,Middle East,True,-2.1022516757879925,-1.7813383544687549
Senegal,Africa,False,1.8974048691472034,0.15501570488293714
Serbia,Europe,False,-1.4091142326083517,-0.06539318739006691
Sierra Leone,Africa,False,2.6746415447854157,0.020705990501771694
Singapore,Asia,False,-1.432535099297794,2.0077944926988103
Slovakia,Europe,False,-1.4888362171714857,1.2263995902663318
Viet Nam,Asia,False,1.068764487276517,0.4547407713584381
Slovenia,Europe,False,-0.9043344359115839,1.5392118522728093
Somalia,Africa,False,1.9345570841687194,-0.17022273952290443
South Africa,Africa,False,-0.816090234752537,-1.3556003908031722
Zimbabwe,Africa,False,1.329138172303727,0.2219019356068817
Spain,Europe,False,-1.0110406716636968,1.7427244335902046
Sudan,Africa,False,1.7226834598186804,-0.37292730775289545
Suriname,Americas,False,-1.0779857679460396,-1.2244540612818846
Eswatini,Africa,False,0.6331555561619432,-0.6626644946627803
Sweden,Europe,False,-0.7033284352106369,2.383743894398406
Switzerland,Europe,False,-0.8839129279503832,1.89630544731901
Syrian Arab Republic,Middle East,True,0.13880326888652084,-1.6940497910152086
Tajikistan,Asia,False,0.8966460669460145,-1.4399811461533492
Thailand,Asia,False,0.22546676199622526,0.18091093486317242
Togo,Africa,False,2.043235545815342,0.14111928684578187
Trinidad and Tobago,Americas,False,-1.3945541041286231,-0.7144416657069586
United Arab Emirates,Middle East,True,-2.291478667307405,-2.0678753920867488
Tunisia,Africa,False,0.025741313538858668,-0.8529143430343116
Türkiye,Middle East,True,-1.4164562601599326,-1.0051668117125752
Turkmenistan,Asia,False,1.02441316542854,0.1801347665679107
Uganda,Africa,False,2.4975504916626368,0.7251459853082465
Ukraine,Europe,False,0.187109868790476,0.9135222011379269
North Macedonia,Europe,False,-0.6146994604362261,0.21285881132333087
Egypt,Middle East,True,-0.5501845008099988,-1.8528432061753433
United Kingdom,Europe,False,-1.4551130458453934,1.3634815719222417
"Tanzania, United Republic of",Africa,False,2.2619461753882786,0.613914637379956
United States of America,Americas,False,-2.6019238520822916,-0.06152272076755989
Burkina Faso,Africa,False,2.4350082230293895,-0.0003662053452914697
Uruguay,Americas,False,-1.8762298977968404,0.20867196415083333
Uzbekistan,Asia,False,0.2208158977588995,-1.1385095404606087
Venezuela,Americas,False,-0.43339185166012717,-0.9586851739509036
Samoa,Oceania,False,-1.5800601574830888,-0.6886304566646172
Zambia,Africa,False,2.0252532264832257,0.16513020124192015
