country_name,country_code,obesity_value,obesity_high,obesity_low,activity_value,activity_high,activity_low,gdp_per_capita_2022,asr_world,new_cases,crude_rate,cancer_index,log_gdp,middle_east_flag,continent,region,z_cancer_index,z_obesity,z_physical_activity,z_log_gdp
Norway,NOR,19.15,22.74,15.87,64.88,79.98,47.46,109269.520580298,45.3,5617,101.9,45.3,11.60157277507734,False,Europe,Europe,2.6701547054116355,-0.24692325334212462,-0.6121781406367794,1.9567725717009474
Pakistan,PAK,23.01,25.69,20.45,54.35,68.44,39.97,1538.3228133171,5.4,9447,4.1,5.4,7.338448019665027,False,Asia,Asia,-0.9889065285068614,0.10852061412242374,-1.4188785623730205,-1.023148429179664
Panama,PAN,36.07,39.63,32.74,42.36,53.41,32.010000000000005,17378.6070017557,15.1,820,18.4,15.1,9.762995246111021,False,America,Americas,-0.09936031374472061,1.3111363936786407,-2.337429185033755,0.6716082603919243
Papua New Guinea,PNG,20.52,26.78,15.15,87.53,96.16,73.84,3102.28968594061,11.7,646,7.0,11.7,8.039895726204255,False,Oceania,Oceania,-0.4111600178881515,-0.12076830556325642,1.1230321682260767,-0.5328370093503313
Paraguay,PRY,32.96,38.99,27.1,64.03999999999999,82.56,42.72,6205.62595379319,21.0,1494,20.5,21.0,8.733211571486015,False,America,Americas,0.4417038787394682,1.0247554538302615,-0.6765303110316936,-0.048209754429993104
Peru,PER,27.29,28.71,25.9,65.53,77.03,53.75,7350.63034300417,11.4,4943,14.7,11.4,8.90254134948257,False,America,Americas,-0.43867175648904233,0.502639721052026,-0.5623818183073814,0.07015163316153313
Philippines,PHL,8.74,10.77,6.9,54.54,66.47,42.99,3548.06930572116,20.8,20736,18.4,20.8,8.17415887698197,False,Asia,Asia,0.4233627196722076,-1.2055166886545456,-1.4043227143075045,-0.43898716783702185
Poland,POL,27.5,30.67,24.35,63.03,71.12,54.6,18891.2121169279,30.9,26888,71.3,30.9,9.84645212555858,False,Europe,Europe,1.3495912525688696,0.5219773407845534,-0.7539061349589107,0.7299445564193877
Portugal,PRT,21.79,25.57,18.18,48.35,57.42,39.5,24620.5197587181,37.8,10575,104.3,37.8,10.11133551075517,False,Europe,Europe,1.9823612403893613,-0.0038217481332108493,-1.8785369223366908,0.9150978436483295
Guinea-Bissau,GNB,11.47,16.08,7.8,82.36,94.43,63.93,883.199131457831,3.9,44,2.1,3.9,6.783550692118624,False,Africa,Africa,-1.1264652215113162,-0.9541276321316916,0.7269598813907139,-1.4110212442054884
Timor-Leste,TLS,2.35,3.24,1.66,73.07,86.23,56.84,2343.24954740187,8.8,80,5.8,8.8,7.7592939404768355,False,Asia,Asia,-0.6771068243634306,-1.7939328319443026,0.015255520713630438,-0.7289774467401042
Puerto Rico,PRI,41.13,48.05,34.46,58.45,79.93,35.72,35353.6821570014,27.8,1843,65.1,27.8,10.473157828757328,False,America,Americas,1.06530328702633,1.777080945329059,-1.1047786830645123,1.1680113720720722
Qatar,QAT,43.14,49.83,36.56,46.52,65.21000000000001,28.099999999999994,88701.4689763536,9.3,182,6.1,9.3,11.393031729337014,True,Asia,Middle East,-0.631253926695279,1.9621695913403907,-2.0187327221256104,1.8110025374184069
Romania,ROU,34.04,37.97,30.18,63.24,71.37,54.41,15503.551804598,32.2,13541,71.2,32.2,9.64882442534053,False,Europe,Europe,1.4688087865060642,1.1242060695975442,-0.7378180923601821,0.5918029424570382
Russian Federation,RUS,24.19,27.56,21.06,81.89,92.66,65.75,15619.6142578125,29.4,83693,57.4,29.4,9.65628272768621,False,Europe,Europe,1.2120325595644148,0.2171796202385291,0.6909533098602264,0.5970162901927794
Rwanda,RWA,4.92,5.83,4.13,91.03,94.41,86.66,975.469323735369,4.2,353,2.6,4.2,6.8829187128597065,False,Africa,Africa,-1.0989534829104253,-1.5572771999795645,1.3911662115382177,-1.3415630723688883
Saint Lucia,LCA,33.47,36.82,30.26,79.05,86.27,70.86,13103.8243147472,12.3,34,18.4,12.3,9.480659399008715,False,America,Americas,-0.3561365406863694,1.071718244609256,0.4733816861440889,0.4742557154040147
Sao Tome and Principe,STP,16.46,19.07,13.98,81.85,88.71000000000001,73.66,2389.73729784737,6.3,8,3.5,6.3,7.778938721665543,False,Africa,Africa,-0.9063713127041885,-0.4946289537254494,0.6878889207938015,-0.7152457594495523
Saudi Arabia,SAU,40.6,45.76,35.7,48.46,59.1,38.17,38510.2276211037,11.7,3750,10.5,11.7,10.5586791374927,True,Asia,Middle East,-0.4111600178881515,1.7282764764802996,-1.8701098524040236,1.227790702620582
Senegal,SEN,10.21,12.59,8.01,83.36,91.17,73.18,1574.0281059306,6.2,609,3.5,6.2,7.361393285190607,False,Africa,Africa,-0.915541892237819,-1.070153350526855,0.8035696080513256,-1.0071097058174983
Serbia,SRB,22.51,26.29,18.75,55.15,76.4,34.3,10024.8191112596,30.2,5489,63.4,30.2,9.212819208247351,False,Europe,Europe,1.2853971958334574,0.062478662378311296,-1.3575907810445313,0.28703562330692955
Sierra Leone,SLE,7.13,8.73,5.75,87.03999999999999,95.07,74.96000000000001,860.371067916096,0.24,12,0.14,0.24,6.757363770510318,False,Africa,Africa,-1.4621084324421858,-1.3537717732705878,1.085493402162376,-1.4293258827338202
Singapore,SGP,13.88,16.88,11.32,76.83,82.84,70.11,90299.0694637269,34.0,4007,67.4,34.0,11.410882434409864,False,Asia,Asia,1.6338792181114097,-0.7322054247250697,0.3033080929575309,1.8234801668519758
Slovakia,SVK,26.82,31.59,22.26,76.7,83.46000000000001,69.52,21317.7943982363,35.7,4219,77.3,35.7,9.967297420687904,False,Europe,Europe,1.7897790701831253,0.4593602864125605,0.2933488284916518,0.8144153269161478
Viet Nam,VNM,2.02,2.6,1.53,69.68,77.0,61.9,4147.69777213621,13.9,16835,17.0,13.9,8.330308705589859,False,Asia,Asia,-0.20940726814828436,-1.824320520095417,-0.24445145266584228,-0.3298385549652521
Slovenia,SVN,19.44,21.6,17.36,81.03,86.75,74.6,28360.3041467268,30.5,1580,76.0,30.5,10.252745705085271,False,Europe,Europe,1.3129089344343485,-0.22021892133053916,0.6250689449321004,1.0139434632347357
Somalia,SOM,14.61,19.61,10.27,81.9,94.04,63.69,573.141165798229,9.2,755,4.5,9.2,6.35113204902206,False,Africa,Africa,-0.6404245062289095,-0.6649841751786656,0.691719407126833,-1.713281550826781
South Africa,ZAF,30.82,33.62,28.17,55.2,68.19,41.34,6534.24867783397,13.5,7338,12.1,13.5,8.784812650486982,False,Africa,Africa,-0.24608958628280567,0.82769590036546,-1.3537602947115004,-0.012140638979438971
Zimbabwe,ZWE,14.21,17.22,11.46,82.3,94.01,63.9,2536.40050223076,9.7,773,5.0,9.7,7.8385012298351455,False,Africa,Africa,-0.5945716085607579,-0.7018177365739554,0.722363297791077,-0.6736116109920421
Spain,ESP,15.67,18.31,13.12,78.15,83.71000000000001,72.26,30319.4987196616,33.8,39421,84.4,33.8,10.319546306626945,False,Europe,Europe,1.6155380590441486,-0.5673752374811472,0.40443293214953896,1.0606370335208906
Sudan,SDN,17.01,20.04,14.13,80.89,88.92,70.73,1046.24084472656,5.5,1704,3.7,5.5,6.95295887120536,False,Africa,Africa,-0.9797359489732311,-0.44398280680692565,0.6143435831996147,-1.2926050543108334
Suriname,SUR,29.02,35.46,23.18,51.14,66.22,35.19,6084.43876736445,18.7,125,20.9,18.7,8.71348976901752,False,America,Americas,0.23078054946597082,0.6619448740866551,-1.6647957849535842,-0.06199527953724517
Eswatini,SWZ,30.09,34.56,25.88,80.78,89.91,69.27,3894.1620089869,4.9,37,3.1,4.9,8.267233789839906,False,Africa,Africa,-1.034759426175013,0.7604746508190559,0.6059165132669475,-0.3739278736823349
Sweden,SWE,15.27,18.62,12.33,91.3,94.38,87.33,54836.8907235124,31.2,7699,75.3,31.2,10.91211843483171,False,Europe,Europe,1.3771029911697605,-0.6042087988764371,1.4118508377365826,1.4748445058994728
Switzerland,CHE,12.11,14.19,10.21,80.97,89.44,70.11,94394.5106803525,26.3,5423,61.8,26.3,11.455238200870303,False,Europe,Europe,0.9277445940218751,-0.8951939338992277,0.6204723613324635,1.854484814280558
Syrian Arab Republic,SYR,33.94,40.76,27.32,62.16,82.51,39.37,1051.67149587463,10.9,1626,8.4,10.9,6.95813607825352,True,Asia,Middle East,-0.4845246541571939,1.1149976792487215,-0.8205565971536433,-1.2889861904741295
Tajikistan,TJK,23.79,27.39,20.53,64.25999999999999,76.0,51.59,1052.17949484894,5.6,365,3.7,5.6,6.958619001223276,False,Asia,Asia,-0.9705653694396008,0.18034605884323893,-0.659676171166359,-1.28864862768112
Thailand,THA,15.38,17.51,13.43,71.13,76.45,65.34,6909.35281815827,15.9,20173,28.8,15.9,8.84063125364294,False,Asia,Asia,-0.025995677475678,-0.5940795694927322,-0.13336734900795613,0.02687652268656331
Togo,TGO,11.56,13.24,9.96,85.22,90.2,79.48,951.232378690387,7.5,354,4.1,7.5,6.857758384631531,False,Africa,Africa,-0.7963243583006248,-0.9458400808177514,0.9460636996400634,-1.359150122895853
Trinidad and Tobago,TTO,28.05,32.82,23.38,55.49,72.19,37.96,20750.5202434652,18.5,418,29.7,18.5,9.940326597318775,False,America,Americas,0.21243939039871024,0.5726234877030771,-1.331543473979923,0.7955627416459947
United Arab Emirates,ARE,32.08,36.27,28.04,33.86,45.4,23.19,50759.7589231191,11.5,550,5.5,11.5,10.83485917246951,True,Asia,Middle East,-0.429501176955412,0.9437216187606232,-2.988611861648955,1.4208403395580176
Tunisia,TUN,26.83,32.56,21.55,66.64,84.13,45.36,3707.29283414381,11.9,1839,15.3,11.9,8.218057194944155,False,Africa,Africa,-0.39281885882089074,0.46028112544744254,-0.4773450217141024,-0.40830227656500984
Türkiye,TUR,33.3,36.2,30.52,55.61,67.65,43.34,10897.8397861365,19.8,21718,25.4,19.8,9.29631986381792,True,Asia,Middle East,0.33165692433590443,1.0560639810162575,-1.32235030678065,0.345402518811486
Turkmenistan,TKM,21.4,24.32,18.69,87.91,93.24,80.91,5837.84224538947,5.9,323,5.2,5.9,8.672116529019062,False,Asia,Asia,-0.9430536308387099,-0.03973447049361861,1.1521438643571087,-0.09091514320986159
Uganda,UGA,7.9,9.11,6.83,94.45,96.63,91.65,963.067314117178,7.3,1394,2.9,7.3,6.8701233097884105,False,Africa,Africa,-0.8146655173678853,-1.2828671675846546,1.6531714767175099,-1.3505070495017364
Ukraine,UKR,23.63,26.67,20.67,87.24,92.6,80.47,4199.6708984375,24.2,20887,48.4,24.2,8.342761443686468,False,Europe,Europe,0.7351624238156383,0.16561263428512293,1.1008153474944988,-0.32113410039224416
North Macedonia,MKD,27.54,35.98,19.95,73.9,87.14,58.0,7606.2375253797,23.5,900,43.2,23.5,8.936723916685809,False,Europe,Europe,0.6709683670802261,0.5256606969240822,0.07884159384193913,0.09404522195309353
Egypt,EGY,44.27,47.8,40.92,66.2,76.39,54.73,4233.30783744856,6.4,5940,5.6,6.4,8.35073896111049,True,Africa,Middle East,-0.8972007331705583,2.066224402282085,-0.5110533014447715,-0.31555782170686103
United Kingdom,GBR,26.82,28.8,24.88,81.02,85.57,75.53999999999999,47057.043229179,30.9,49429,72.2,30.9,10.759115830498278,False,Europe,Europe,1.3495912525688696,0.4593602864125605,0.6243028476654939,1.367895800430842
"Tanzania, United Republic of",TZA,12.58,15.2,10.23,95.7,97.52,93.16,1207.52062988281,6.8,2185,3.5,6.8,7.096324470169861,False,Africa,Africa,-0.8605184150360369,-0.851914499259762,1.7489336350432747,-1.1923926083541994
United States of America,USA,41.99,44.75,39.29,66.25999999999999,73.43,58.21,76657.2488844403,27.0,160186,47.8,27.0,11.247099451053959,False,America,Americas,0.9919386507572873,1.8562731023289323,-0.5064567178451356,1.7089959845466103
Burkina Faso,BFA,6.75,7.86,5.69,83.06,88.65,76.73,827.330843486661,3.4,460,2.1,3.4,6.718204667607621,False,Africa,Africa,-1.1723181191794678,-1.3887636565961132,0.7805866900531423,-1.456698066240119
Uruguay,URY,33.34,38.56,28.26,66.16,81.27,48.66,20818.6146091144,31.0,2092,59.8,31.0,9.943602798606014,False,America,Americas,1.3587618321025001,1.059747337155787,-0.5141176905111964,0.7978528038841596
Uzbekistan,UZB,30.03,32.95,27.22,68.25,76.75,59.25,2578.66689394219,9.0,2779,8.1,9.0,7.855027836601853,False,Asia,Asia,-0.65876566529617,0.7549496166097625,-0.35400336179051756,-0.662059525279588
Venezuela,VEN,22.72,25.69,19.78,54.27,67.38,40.55,3155.04207099687,18.7,6384,21.8,18.7,8.05675710959223,False,America,Americas,0.23078054946597082,0.08181628211083827,-1.4250073405058694,-0.5210509150311505
Samoa,WSM,62.43,67.69,56.94,86.53,93.9,76.45,4132.44717734444,25.3,42,20.8,25.3,8.326625047361686,False,Oceania,Oceania,0.836038798685572,3.738468089628249,1.0464224415654648,-0.3324134292989819
Zambia,ZMB,11.08,13.31,9.0,85.91,92.15,78.07,1447.12310138035,5.1,455,2.3,5.1,7.277332796530802,False,Africa,Africa,-1.0164182671077524,-0.9900403544920994,0.9989244110358853,-1.065867924230793
